citation_id,virus strain,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,way of infection,virus titer,quantity,temperature,sample size,dpi,trait,prediction infected,index,extraction_note,food,blood_source,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,0.5,0,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,1,0,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,1.5,0,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,2,0,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,2.5,0,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,3,0.04,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,4,0.04,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,6,0.24,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,7,0.16,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,32,25,10,0.44,0.972,2,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,4,0,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,7,0,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,10,0,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,14,0.04,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,18,0.08,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,21,0.08,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,24,0.28,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,28,0.52,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,31,0.32,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,34,0.52,0.713,3,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,4,0,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,7,0.04,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,10,0.04,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,14,0.04,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,18,0.08,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,21,0.04,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,24,0.08,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,28,0.08,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,31,0.24,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,22,25,34,0.2,0.699,4,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,4,0,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,7,0,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
