citation_id,virus strain,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,way of infection,virus titer,quantity,temperature,sample size,dpi,nbr_positive,trait,extraction_note,food ,blood_source,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,20,8,8,4,0.5,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,20,6,11,6,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,20,7,14,7,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,20,8,18,8,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,20,7,21,7,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,6,4,5,0.83,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,12,6,10,0.83,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,8,8,7,0.88,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,6,11,6,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,5,12,5,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,14,14,13,0.93,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,13,18,12,0.92,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,13,21,13,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,7,25,7,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,7,28,7,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,26,7,32,6,0.86,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,30,5,4,5,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,30,6,6,6,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,30,8,8,8,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,30,8,12,8,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,30,8,14,7,0.88,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,30,6,18,6,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Dohm_2002,NY99,Culex ,yes,pipiens,unclear,Cpip,unambigious,1,NA,NA,Table 1,feeding on viremic chicken,Viremias in the chickens at the time of mosquito feeding ranged from 106.6 to 107.3 PFU of virus per milliliter of blood,percantage infected of exposed,30,2,21,2,1,,NA,"3-d-old leghorn chickens, Gallus gallus L., subcutaneously inoculated 24 or 48 h previously with 103 PFU/ml of WN virus",high,16:8,field,Westchester New York,F3 and F4,NA,NA,nbr postive was reconstructed from sample size and percentage positive
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,0.5,23,0.92,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,1,22,0.88,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,1.5,24,0.96,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,2,24,0.96,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,2.5,25,1,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,3,22,0.88,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,4,25,1,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,6,23,0.92,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,7,24,0.96,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,10,23,0.92,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,WN02,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,14,14,14,1,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,3,WNV strain,NY99,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,0.5,25,1,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,3,WNV strain,NY99,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,1,25,1,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,3,WNV strain,NY99,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,1.5,23,0.92,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,3,WNV strain,NY99,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,2,23,0.92,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,3,WNV strain,NY99,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,2.5,24,0.96,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,3,WNV strain,NY99,Figure 1A,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percantage infected of exposed,32,25,3,25,1,,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
