citation_id,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,Sex,temperature,trait,statistic,SD,SE,extraction_note,exposed_as_juveniles,food,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,9,population,Coachella Valley 1991,Table 1,female,25,32.6,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,9,population,Coachella Valley 1991,Table 1,female,30,22.8,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,9,population,Coachella Valley 1991,Table 1,female,35,12.8,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,10,population,San Joaquin Valley 1991,Table 1,female,15,59.1,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,10,population,San Joaquin Valley 1991,Table 1,female,20,45.3,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,10,population,San Joaquin Valley 1991,Table 1,female,25,23.4,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,10,population,San Joaquin Valley 1991,Table 1,female,30,18.4,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,10,population,San Joaquin Valley 1991,Table 1,female,35,12.9,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,11,population,Coachella Valley April 1993,Table 3,female,14,46,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in April 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,11,population,Coachella Valley April 1993,Table 3,female,20,59,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in April 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,11,population,Coachella Valley April 1993,Table 3,female,26,35,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in April 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,11,population,Coachella Valley April 1993,Table 3,female,32,15,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in April 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,12,population,Coachella Valley July 1993,Table 3,female,14,32,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in July 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,12,population,Coachella Valley July 1993,Table 3,female,20,28,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in July 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,12,population,Coachella Valley July 1993,Table 3,female,26,17,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in July 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,12,population,Coachella Valley July 1993,Table 3,female,32,14,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in July 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,13,population,Coachella Valley October 1993,Table 3,female,14,37,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in October 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,13,population,Coachella Valley October 1993,Table 3,female,20,19,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in October 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,13,population,Coachella Valley October 1993,Table 3,female,26,21,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in October 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,13,population,Coachella Valley October 1993,Table 3,female,32,18,median,NA,NA,,yes,10% sucrose,NA,NA,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in October 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,14,population,San Joaquin Valley April 1993,Table 3,female,14,43,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in April 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,14,population,San Joaquin Valley April 1993,Table 3,female,20,32,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in April 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,14,population,San Joaquin Valley April 1993,Table 3,female,26,19,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in April 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis,NA,Ctar,unambigious,14,population,San Joaquin Valley April 1993,Table 3,female,32,8,median,NA,NA,,yes,10% sucrose,NA,NA,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in April 1993",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
